-DOCSTART- -X- -X- O
не PART I-VP O
ранее ADV I-VP O
, PUNCT B-NP O
чем SCONJ I-NP O
через ADP I-NP O
два NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Об ADP B-VP O
этом PRON I-VP O
заявил VERB I-VP O
министр NOUN B-NP O
финансов NOUN I-NP O
Новой ADJ I-NP B-LocOrg
Зеландии PROPN I-NP O
Майкл PROPN I-NP B-Person
Каллен PROPN I-NP I-Person
. PUNCT B-VP O

По ADP B-NP O
его PRON I-NP O
словам NOUN I-NP O
, PUNCT I-NP O
правительству NOUN I-NP O
необходимо ADJ B-ROOT O
время NOUN B-NP O
, PUNCT B-VP O
чтобы SCONJ I-VP O
провести VERB I-VP O
консультации NOUN B-NP O
, PUNCT B-VP O
подготовить VERB I-VP O
необходимое ADJ B-NP O
законодательство NOUN I-NP O
и CCONJ B-VP O
внедрить VERB I-VP O
новые ADJ B-NP O
налоговые ADJ I-NP O
правила NOUN I-NP O
. PUNCT B-ROOT O

Каллен ADJ B-VP B-Person
считает VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
новая ADJ B-NP O
система NOUN I-NP O
корпоративного ADJ I-NP O
налогообложения NOUN I-NP O
начнет VERB B-VP O
действовать VERB I-VP O
с ADP I-VP O
1 NUM I-VP O
апреля NOUN B-NP O
2008 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Министр NOUN B-NP O
по ADP I-NP O
государственным ADJ I-NP O
сборам NOUN I-NP O
Новой ADJ I-NP B-LocOrg
Зеландии PROPN I-NP O
Питер PROPN I-NP B-Person
Данн PROPN I-NP I-Person
подчеркнул VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
правительство NOUN B-NP O
еще ADV I-NP O
несколько NUM I-NP O
месяцев NOUN I-NP O
назад ADV I-NP O
приступило VERB B-VP O
к ADP B-NP O
пересмотру NOUN I-NP O
существующего VERB B-VP O
налогового ADJ B-NP O
режима NOUN I-NP O
для ADP I-NP O
компаний NOUN I-NP O
. PUNCT B-VP O

Он PRON B-VP O
опроверг VERB I-VP O
предположения NOUN B-NP O
, PUNCT B-VP O
что SCONJ I-VP O
налоговую ADJ B-NP O
реформу NOUN I-NP O
решено VERB B-VP O
отложить VERB I-VP O
на ADP B-NP O
будущее NOUN I-NP O
. PUNCT B-VP O

По ADP B-NP O
словам NOUN I-NP O
Данна PROPN I-NP B-Person
, PUNCT I-NP O
некоторые DET I-NP O
наблюдатели NOUN I-NP O
неверно ADJ B-ROOT O
интерпретируют VERB B-VP O
заявления NOUN B-NP O
министра NOUN I-NP O
финансов NOUN I-NP O
. PUNCT B-ROOT O

Между ADP B-VP O
тем PRON I-VP O
организация NOUN B-NP B-Org
Business PROPN I-NP I-Org
NZ PROPN I-NP O
, PUNCT I-NP O
которая PRON B-VP O
объединяет VERB I-VP O
ведущие ADJ B-NP O
бизнес-ассоциации NOUN I-NP O
Новой ADJ I-NP B-LocOrg
Зеландии PROPN I-NP O
, PUNCT B-VP O
выступила VERB I-VP O
за ADP B-NP O
ускоренное VERB B-VP O
реформирование NOUN B-NP O
системы NOUN I-NP O
корпоративного ADJ I-NP O
налогообложения NOUN I-NP O
, PUNCT B-VP O
отметив VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
для ADP B-NP O
выполнения NOUN I-NP O
этой DET I-NP O
задачи NOUN I-NP O
достаточно ADV B-VP O
менее ADV I-VP O
двух NUM B-NP O
лет NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Мы PRON B-ROOT O
должны ADJ I-ROOT O
двигаться VERB B-VP O
быстро ADV B-ROOT O
, PUNCT B-VP O
основываясь VERB I-VP O
на ADP B-NP O
хороших ADJ I-NP O
результатах NOUN I-NP O
уже ADV I-NP O
проделанной VERB B-VP O
работы NOUN B-NP O
… PUNCT I-NP O
Снижение NOUN I-NP O
ставки NOUN I-NP O
корпоративного ADJ I-NP O
налога NOUN I-NP O
в ADP I-NP O
кратчайшие ADJ I-NP O
сроки NOUN I-NP O
станет VERB B-VP O
мощнейшим ADJ B-NP O
сигналом NOUN I-NP O
поддержки NOUN I-NP O
бизнес-сообщества NOUN I-NP O
» PROPN B-ROOT O
, PUNCT I-ROOT O
— PROPN B-VP O
заявил VERB I-VP O
глава NOUN B-NP O
Business PROPN I-NP B-Org
NZ PROPN I-NP O
Фил PROPN I-NP B-Person
О’Рейли VERB B-VP I-Person
. PUNCT B-ROOT O

Обсудим ADJ B-NP O
потенциал NOUN I-NP O
развития NOUN I-NP O
субкультур NOUN I-NP O
Учёные PROPN B-VP O
и CCONJ B-NP O
представители NOUN I-NP O
общественности NOUN I-NP O
соберутся VERB B-VP O
для ADP B-NP O
изучения NOUN I-NP O
норм NOUN I-NP O
и CCONJ I-NP O
ценностей NOUN I-NP O
различных ADJ I-NP O
человеческих ADJ I-NP O
сообществ NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Субкультуры PROPN I-NP O
: PUNCT I-NP O
потенциал NOUN I-NP O
развития NOUN I-NP O
» PROPN I-NP O
. PUNCT I-NP O

Научно-практическая ADJ B-NP O
конференция NOUN I-NP O
на ADP I-NP O
данную ADJ I-NP O
тему NOUN I-NP O
впервые ADV I-NP O
пройдёт VERB B-VP O
в ADP B-ROOT O
России PROPN I-ROOT B-Location
по ADP B-NP O
инициативе NOUN I-NP O
автономной ADJ I-NP B-Org
некоммерческой ADJ I-NP I-Org
организации NOUN I-NP I-Org
Global PROPN B-ROOT I-Org
Cultural PROPN I-ROOT O
Project PROPN I-ROOT O
. PUNCT I-ROOT O

21 NUM B-ROOT O
- PUNCT I-ROOT O
22 NUM I-ROOT O
октября NOUN B-NP O
. PUNCT B-ROOT O

Центр NOUN B-NP B-Org
современной ADJ I-NP O
культуры NOUN I-NP O
« PROPN B-VP O
Гараж PROPN I-VP B-Org
» PROPN I-VP O
примет VERB I-VP O
десятки NOUN B-NP O
заинтересованных ADJ I-NP O
исследователей NOUN I-NP O
, PUNCT I-NP O
политиков NOUN I-NP O
, PUNCT I-NP O
журналистов NOUN I-NP O
, PUNCT I-NP O
деятелей NOUN I-NP O
культуры NOUN I-NP O
и CCONJ I-NP O
искусства NOUN I-NP O
, PUNCT B-VP O
да CCONJ I-VP O
и PART I-VP O
просто PART I-VP O
увлекающихся VERB I-VP O
заявленной VERB I-VP O
темой NOUN B-NP O
людей NOUN I-NP O
, PUNCT I-NP O
готовых ADJ I-NP O
обсудить VERB B-VP O
всё DET I-VP O
многообразие NOUN B-NP O
, PUNCT I-NP O
особенности NOUN I-NP O
и CCONJ I-NP O
проблемы NOUN I-NP O
современных ADJ I-NP O
субкультур NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
мероприятии NOUN I-NP O
примут VERB B-VP O
участие NOUN B-NP O
не PART B-VP O
только PART I-VP O
российские ADJ B-NP O
учёные NOUN I-NP O
, PUNCT I-NP O
но CCONJ I-NP O
и PART I-NP O
зарубежные ADJ I-NP O
исследователи NOUN I-NP O
, PUNCT B-VP O
в ADP B-NP O
том DET I-NP O
числе NOUN I-NP O
, PUNCT I-NP O
Крис PROPN B-VP B-Person
Хелмбрехт PROPN I-VP I-Person
- PUNCT I-VP O
управляющий VERB I-VP O
директор NOUN B-NP O
и CCONJ I-NP O
совладелец NOUN I-NP O
креативного ADJ I-NP B-Org
агентства NOUN I-NP I-Org
Kollektiv PROPN B-VP I-Org
( PUNCT I-VP O
Германия PROPN I-VP B-Location
, PUNCT I-VP O
США PROPN I-VP B-Location
) PUNCT I-VP O
, PUNCT I-VP O
Ннека PROPN I-VP B-Person
Угбома PROPN I-VP I-Person
- PUNCT I-VP O
руководитель NOUN B-NP O
проекта NOUN I-NP B-Org
Mushroom PROPN I-NP I-Org
works X I-NP O
( PUNCT I-NP O
Великобритания PROPN I-NP B-Location
) PUNCT I-NP O
, PUNCT I-NP O
Гергей PROPN I-NP B-Person
Ковач PROPN I-NP I-Person
- PUNCT I-NP O
политик NOUN I-NP O
и CCONJ I-NP O
лидер NOUN I-NP O
субкультурной ADJ I-NP B-Org
партии NOUN I-NP I-Org
« PROPN I-NP O
Dog PROPN I-NP B-Org
with X I-NP O
two X I-NP O
tails X I-NP O
» X I-NP O
( PUNCT I-NP O
Венгрия PROPN I-NP B-Location
) PUNCT I-NP O
, PUNCT I-NP O
Георг PROPN I-NP B-Person
Жено PROPN I-NP I-Person
- PUNCT I-NP O
немецкий ADJ I-NP O
режиссёр NOUN I-NP O
, PUNCT I-NP O
один NUM I-NP O
из ADP I-NP O
создателей NOUN I-NP O
экспериментального ADJ I-NP B-Org
театра NOUN I-NP I-Org
« PROPN I-NP O
Театр.doc PROPN I-NP B-Org
» PROPN I-NP O
, PUNCT I-NP O
Театра PROPN I-NP B-Org
им PRON I-NP O
. PUNCT B-VP O

Йозефа PROPN B-ROOT B-Person
Бойса PROPN I-ROOT I-Person
( PUNCT I-ROOT O
Германия PROPN I-ROOT B-Location
) PUNCT I-ROOT O
. PUNCT I-ROOT O

Своим DET B-NP O
мнением NOUN I-NP O
о ADP I-NP O
значении NOUN I-NP O
, PUNCT I-NP O
природе NOUN I-NP O
возникновения NOUN I-NP O
и CCONJ I-NP O
противостояния NOUN I-NP O
субкультур NOUN I-NP O
также ADV I-NP O
поделятся VERB B-VP O
Светлана NOUN B-NP B-Person
Яковлева PROPN B-VP I-Person
- PUNCT B-NP O
директор NOUN I-NP O
Global PROPN I-NP B-Org
Cultural PROPN I-NP O
Project PROPN I-NP B-Org
, PUNCT I-NP O
Кирилл PROPN I-NP B-Person
Разлогов PROPN I-NP I-Person
- PUNCT I-NP O
директор NOUN I-NP O
Российского ADJ I-NP B-Org
института NOUN I-NP I-Org
культурологи NOUN I-NP O
, PUNCT I-NP O
Валерий PROPN I-NP B-Person
Тишков PROPN I-NP I-Person
- PUNCT I-NP O
директор NOUN I-NP O
Института PROPN I-NP B-Org
этнологии NOUN I-NP O
и CCONJ I-NP O
антропологии NOUN I-NP O
РАН PROPN I-NP B-Org
, PUNCT I-NP O
Виктор PROPN I-NP B-Person
Майклсон PROPN I-NP I-Person
- PUNCT I-NP O
зав NOUN I-NP O
. PUNCT I-NP O

кафедрой NOUN B-NP B-Org
социальных ADJ I-NP O
коммуникаций NOUN I-NP O
и CCONJ I-NP O
технологий NOUN I-NP O
РГГУ PROPN I-NP B-Org
. PUNCT I-NP O

В ADP B-NP O
рамках NOUN I-NP O
конференции NOUN I-NP O
пройдёт VERB B-VP O
конкурс NOUN B-NP O
видео-роликов NOUN I-NP O
« PROPN I-NP O
Субкультуры PROPN I-NP O
- PUNCT I-NP O
маркер NOUN I-NP O
реальности NOUN I-NP O
» PROPN I-NP O
. PUNCT I-NP O

Это PRON B-NP O
прекрасная ADJ I-NP O
возможность NOUN I-NP O
довести VERB B-VP O
до ADP B-NP O
широкой ADJ I-NP O
общественности NOUN I-NP O
своё DET I-NP O
видение NOUN I-NP O
той DET I-NP O
или CCONJ I-NP O
иной ADJ I-NP O
субкультуры NOUN I-NP O
, PUNCT B-VP O
дать VERB I-VP O
оценку NOUN B-NP O
её PRON I-NP O
значимости NOUN I-NP O
. PUNCT I-NP O

Мероприятие NOUN B-NP O
также ADV B-VP O
отличается VERB I-VP O
богатой ADJ B-NP O
арт-программой NOUN I-NP O
. PUNCT B-VP O

Участники NOUN B-NP O
конференции NOUN I-NP O
станут VERB B-VP O
зрителями NOUN B-NP O
интерактивного ADJ I-NP O
спектакля NOUN I-NP O
« PROPN I-NP O
Большой ADJ I-NP O
город NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
героями NOUN I-NP O
которого PRON I-NP O
будут AUX I-NP O
ярчайшие ADJ I-NP O
представители NOUN I-NP O
различных ADJ I-NP O
субкультур NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
окажутся VERB I-VP O
субъектами NOUN B-NP O
субкультурной ADJ I-NP O
диагностики NOUN I-NP O
во ADP I-NP O
время NOUN I-NP O
игровых ADJ I-NP O
провокаций NOUN I-NP O
. PUNCT B-VP O

Об ADP B-VP O
этом PRON I-VP O
сообщает VERB I-VP O
PR-служба NOUN B-NP B-Org
конференции NOUN I-NP O
. PUNCT B-VP O

Кризис NOUN B-NP O
одолел VERB B-VP O
моду NOUN B-NP O
. PUNCT I-NP O

Кредиторы NOUN B-NP O
настаивают VERB B-VP O
на ADP B-NP O
банкротстве NOUN I-NP O
круглосуточного ADJ I-NP B-Org
телеканала NOUN I-NP I-Org
World PROPN I-NP I-Org
Fashion PROPN B-VP O
Channel PROPN I-VP O
. PUNCT I-VP O

Угроза NOUN B-NP O
над ADP I-NP O
World PROPN I-NP B-Org
Fashion PROPN I-NP O
Channel PROPN I-NP O
( PUNCT I-NP O
WFC PROPN I-NP B-Org
) PUNCT I-NP O
нависла VERB B-VP O
из-за ADP B-NP O
конфликта NOUN I-NP O
между ADP I-NP O
руководством NOUN I-NP B-Org
модного ADJ I-NP I-Org
канала NOUN I-NP I-Org
и CCONJ I-NP O
компанией NOUN I-NP B-Org
« PROPN B-VP O
Алтек PROPN I-VP B-Org
» PROPN I-VP O
. PUNCT I-VP O

Последняя ADJ B-VP O
обвиняет VERB I-VP O
WFC PROPN I-VP B-Org
в ADP B-NP O
просрочке NOUN I-NP O
погашения NOUN I-NP O
векселей NOUN I-NP O
на ADP I-NP O
сумму NOUN I-NP O
около ADP I-NP O
20 NUM I-NP O
млн NOUN I-NP O
рублей NOUN I-NP O
. PUNCT B-VP O

Это PRON B-NP O
обстоятельство NOUN I-NP O
и CCONJ B-VP O
стало VERB I-VP O
поводом NOUN B-NP O
для ADP I-NP O
обращения NOUN I-NP O
кредитора NOUN I-NP O
в ADP I-NP O
Арбитражный ADJ I-NP B-Org
суд NOUN I-NP I-Org
Москвы PROPN I-NP B-LocOrg
. PUNCT B-VP O

Владельцы NOUN B-NP O
WFC PROPN I-NP B-Org
, PUNCT I-NP O
в ADP I-NP O
свою DET I-NP O
очередь NOUN I-NP O
, PUNCT I-NP O
клянутся VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
уже ADV I-VP O
погасили VERB I-VP O
большую ADJ B-NP O
часть NOUN I-NP O
задолженности NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
оставшийся VERB I-VP O
долг NOUN B-NP O
стороны NOUN I-NP O
по ADP I-NP O
обоюдному ADJ I-NP O
согласию NOUN I-NP O
решили VERB B-VP O
реструктурировать VERB I-VP O
. PUNCT I-VP O

О ADP B-VP O
том PRON I-VP O
, PUNCT I-VP O
почему ADV I-VP O
ООО PROPN I-VP B-Org
« PROPN I-VP O
Алтек PROPN I-VP B-Org
» PROPN I-VP O
решило VERB I-VP O
отступить VERB I-VP O
от ADP B-NP O
договорённости NOUN I-NP O
, PUNCT B-VP O
в ADP B-NP O
администрации NOUN I-NP B-Org
телеканала NOUN I-NP O
не PART B-VP O
знают VERB I-VP O
. PUNCT I-VP O

Между ADP B-VP O
тем PRON I-VP O
, PUNCT I-VP O
пишет VERB I-VP O
« NOUN B-NP O
Коммерсантъ PROPN I-NP B-Org
» PROPN I-NP O
, PUNCT I-NP O
World PROPN I-NP B-Org
Fashion PROPN I-NP O
Channel PROPN B-VP O
имеет VERB I-VP O
сложности NOUN B-NP O
и CCONJ I-NP O
в ADP I-NP O
расплате NOUN I-NP O
с ADP I-NP O
другими ADJ I-NP O
кредиторами NOUN I-NP O
. PUNCT B-VP O

О ADP B-VP O
том PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
телеканал NOUN B-NP B-Org
должен ADJ B-VP O
ему PRON B-NP O
8 NUM I-NP O
млн NOUN I-NP O
рублей NOUN I-NP O
, PUNCT B-VP O
заявил VERB I-VP O
бывший ADJ B-NP O
глава NOUN I-NP O
Русской ADJ I-NP B-Org
винно-водочной ADJ I-NP O
компании NOUN I-NP B-Org
и CCONJ I-NP O
совладелец NOUN I-NP O
WFC PROPN I-NP B-Org
Артур PROPN I-NP B-Person
Перепёлкин PROPN B-VP I-Person
. PUNCT I-VP O

Напомним VERB B-VP O
, PUNCT I-VP O
после ADP B-NP O
разлада NOUN I-NP O
отношений NOUN I-NP O
с ADP I-NP O
руководством NOUN I-NP B-Org
канала NOUN I-NP O
Перепёлкин PROPN I-NP B-Person
, PUNCT B-VP O
которому PRON I-VP O
принадлежит VERB I-VP O
треть NOUN B-NP O
акций NOUN I-NP O
модного ADJ I-NP O
медиаресурса NOUN I-NP B-Org
, PUNCT B-VP O
оповестил VERB I-VP O
всех DET B-NP O
партнёров NOUN I-NP O
World PROPN B-VP B-Org
Fashion PROPN I-VP O
Channel PROPN I-VP O
о ADP I-VP O
том PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
его PRON B-NP O
владельцы NOUN I-NP O
крадут VERB B-VP O
доходы NOUN B-NP O
канала NOUN I-NP B-Org
. PUNCT I-NP O

Эксперты NOUN B-NP O
не PART B-VP O
исключают VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
конфликт NOUN B-NP O
акционеров NOUN I-NP O
действительно ADV B-VP O
может VERB I-VP O
довести VERB I-VP O
канал NOUN B-NP B-Org
до ADP I-NP O
банкротства NOUN I-NP O
. PUNCT B-VP O

И CCONJ B-VP O
напротив ADV I-VP O
, PUNCT B-NP O
если SCONJ I-NP O
партнёры NOUN I-NP O
договорятся VERB B-VP O
, PUNCT I-VP O
WFC PROPN I-VP B-Org
имеет VERB I-VP O
все DET B-NP O
шансы NOUN I-NP O
стать VERB B-VP O
доходным ADJ B-NP O
бизнесом NOUN I-NP O
. PUNCT B-VP O

Пока ADV B-VP O
же PART I-VP O
руководство NOUN B-NP B-Org
телеканала NOUN I-NP O
не PART B-VP O
собирается VERB I-VP O
прерывать VERB I-VP O
вещание NOUN B-NP O
и CCONJ B-VP O
по-прежнему ADV I-VP O
остаётся VERB I-VP O
спонсором NOUN B-NP O
Российской ADJ I-NP O
недели NOUN I-NP O
моды NOUN I-NP O
в ADP I-NP O
Москве PROPN I-NP B-Location
. PUNCT B-VP O

Hewlett-Packard NOUN B-NP B-Org
берёт VERB B-VP O
пример NOUN B-NP O
с ADP I-NP O
Google PROPN I-NP B-Org
Компания NOUN I-NP O
принимает VERB B-VP O
решение NOUN B-NP O
о ADP I-NP O
расширении NOUN I-NP O
бизнеса NOUN I-NP O
в ADP I-NP O
кризисное ADJ I-NP O
время NOUN I-NP O
. PUNCT B-VP O

Компания NOUN B-NP B-Org
Hewlett-Packard PROPN I-NP I-Org
официально ADV B-VP O
объявила VERB I-VP O
о ADP B-NP O
покупке NOUN I-NP O
производителя NOUN I-NP B-Org
сетевого ADJ I-NP O
оборудования NOUN I-NP O
3Com PROPN B-VP B-Org
. PUNCT I-VP O

Сумма NOUN B-NP O
сделки NOUN I-NP O
впечатляет VERB B-VP O
— NOUN B-NP O
2,7 NUM I-NP O
млрд NOUN I-NP O
долларов NOUN I-NP O
. PUNCT B-VP O

Соответствующие ADJ B-NP O
