-DOCSTART- -X- -X- O
запасом NOUN I-NP O
топлива NOUN I-NP O
. PUNCT B-VP O

Команда NOUN B-NP B-Org
Феррари PROPN I-NP I-Org
не PART B-VP O
подавала VERB I-VP O
аппеляцию NOUN B-NP O
, PUNCT B-VP O
поскольку SCONJ I-VP O
применённая VERB I-VP O
статья NOUN B-NP O
112 NUM I-NP O
спортивного ADJ I-NP O
регламента NOUN I-NP O
запрещает VERB B-VP O
оспаривание NOUN B-NP O
этого DET I-NP O
решение NOUN I-NP O
. PUNCT B-VP O

Квалификация PROPN B-VP O
стала VERB I-VP O
одной NUM I-VP O
из ADP I-VP O
самых ADJ I-VP O
худших ADJ I-VP O
за ADP B-NP O
всю DET I-NP O
историю NOUN I-NP O
команды NOUN I-NP O
, PUNCT B-VP O
поскольку SCONJ I-VP O
Фелипе PROPN B-NP B-Person
Масса NOUN I-NP I-Person
также ADV I-NP O
был AUX B-VP O
вынужден VERB I-VP O
стартовать VERB I-VP O
с ADP I-VP O
последнего ADJ I-VP O
ряда NOUN B-NP O
стартового ADJ I-NP O
поля NOUN I-NP O
, PUNCT B-VP O
ввиду ADP I-VP O
того PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
он PRON I-VP O
разбил VERB I-VP O
свою DET B-NP O
машину NOUN I-NP O
. PUNCT B-VP O

Оба NUM B-NP O
болида NOUN I-NP O
Феррари PROPN I-NP B-Org
были AUX B-VP O
выставлены VERB I-VP O
с ADP B-NP O
новыми ADJ I-NP O
моторами NOUN I-NP O
. PUNCT B-VP O

Испанец NOUN B-NP O
провёл VERB B-VP O
прекрасную ADJ B-NP O
гонку NOUN I-NP O
, PUNCT B-VP O
пролидировав VERB I-VP O
большую ADJ B-NP O
часть NOUN I-NP O
гонки NOUN I-NP O
. PUNCT B-VP O

Неудача NOUN B-NP O
постигла VERB B-VP O
обоих NUM I-VP O
его PRON B-NP O
преследователей NOUN I-NP O
- PUNCT I-NP O
Кими PROPN B-VP B-Person
Райкконена PROPN I-VP I-Person
и CCONJ I-VP O
Марка PROPN I-VP B-Person
Уэббера PROPN I-VP I-Person
, PUNCT I-VP O
чьи DET B-NP O
моторы NOUN I-NP O
взорвались VERB B-VP O
практически ADV I-VP O
одновременно ADV I-VP O
за ADP I-VP O
30 NUM I-VP O
кругов NOUN B-NP O
до ADP I-NP O
финиша NOUN I-NP O
. PUNCT B-VP O

После ADP B-ROOT O
этого PRON I-ROOT O
, PUNCT I-ROOT O
Алонсо PROPN B-VP B-Person
финишировал VERB I-VP O
в ADP B-NP O
гордом NOUN I-NP O
одиночестве NOUN I-NP O
. PUNCT B-ROOT O

С ADP B-NP O
огромными ADJ I-NP O
отрывами NOUN I-NP O
на ADP I-NP O
втором ADJ I-NP O
и CCONJ I-NP O
третьем ADJ I-NP O
местах NOUN I-NP O
финишировали VERB B-VP O
Хуану PROPN B-ROOT B-Person
Пабло PROPN I-ROOT I-Person
Монтойе PROPN I-ROOT I-Person
из ADP B-NP O
команды NOUN I-NP B-Org
МакЛарен-Мерседес PROPN B-ROOT I-Org
и CCONJ I-ROOT O
Дэвид PROPN I-ROOT B-Person
Култхард PROPN I-ROOT I-Person
. PUNCT I-ROOT O

Третье ADJ B-NP O
место NOUN I-NP O
стало VERB B-VP O
первым ADJ I-VP O
подиумом NOUN B-NP O
команды NOUN I-NP B-Org
Red PROPN I-NP I-Org
Bull PROPN I-NP O
. PUNCT B-VP O

На ADP B-NP O
церемонии NOUN I-NP O
награждения NOUN I-NP O
призёры NOUN I-NP O
не PART B-VP O
стали VERB I-VP O
принимать VERB I-VP O
традиционный ADJ B-NP O
" NOUN I-NP O
душ NOUN I-NP O
" PROPN B-VP O
из ADP B-NP O
шампанского NOUN I-NP O
, PUNCT B-VP O
отдавая VERB I-VP O
дань NOUN B-NP O
погибшему VERB B-VP O
Эдуард NOUN B-NP B-Person
Мишлен PROPN I-NP I-Person
, PUNCT I-NP O
одному NUM I-NP O
из ADP I-NP O
президентов NOUN I-NP O
группы NOUN I-NP B-Org
компаний NOUN I-NP O
Michelin PROPN I-NP B-Org
, PUNCT I-NP O
в ADP I-NP O
составе NOUN I-NP O
которой PRON I-NP O
и PART I-NP O
поставщик NOUN I-NP O
шин NOUN I-NP O
для ADP B-VP O
Формулы-1 PROPN I-VP O
, PUNCT I-VP O
погибшему VERB I-VP O
за ADP B-NP O
два NUM I-NP O
дня NOUN I-NP O
до ADP I-NP O
гонки NOUN I-NP O
. PUNCT B-VP O

Совершенно ADV B-NP O
новую ADJ I-NP O
технологию NOUN I-NP O
перекачки NOUN I-NP O
российской ADJ I-NP O
водки NOUN I-NP O
за ADP I-NP O
рубеж NOUN I-NP O
начали VERB B-VP O
использовать VERB I-VP O
контрабандисты NOUN B-NP O
. PUNCT B-VP O

Произошло VERB B-VP O
это PRON I-VP O
осенью NOUN B-NP O
2004 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
но CCONJ I-VP O
только PART I-VP O
сейчас ADV I-VP O
эстонские ADJ I-VP O
власти NOUN B-NP O
предъявили VERB B-VP O
обвинения NOUN B-NP O
своим DET I-NP O
и CCONJ I-NP O
российским ADJ I-NP O
гражданам NOUN I-NP O
, PUNCT B-VP O
участвовавшим VERB I-VP O
в ADP B-NP O
этом DET I-NP O
процессе NOUN I-NP O
. PUNCT B-VP O

Таковых ADJ B-VP O
оказалось VERB I-VP O
одиннадцать NUM I-VP O
. PUNCT I-VP O

Пока ADV B-VP O
эстонская ADJ B-NP O
прокуратура NOUN I-NP O
будет AUX B-VP O
разбираться VERB I-VP O
во ADP B-NP O
всех DET I-NP O
тонкостях NOUN I-NP O
этого DET B-VP O
редкого ADJ I-VP O
" NOUN B-NP O
бизнеса NOUN I-NP O
" PROPN B-VP O
, PUNCT I-VP O
можно ADV B-ROOT O
вспомнить VERB B-VP O
кое-что NOUN B-NP O
из ADP I-NP O
его PRON I-NP O
небольшой ADJ I-NP O
истории NOUN I-NP O
. PUNCT B-ROOT O

В ADP B-NP O
августе NOUN I-NP O
2004 NUM I-NP O
года NOUN I-NP O
" NOUN I-NP O
продуктопровод NOUN I-NP O
" PROPN I-NP O
, PUNCT I-NP O
проложенный VERB B-VP O
нелегально ADV I-VP O
через ADP B-NP O
пограничную ADJ I-NP O
реку NOUN I-NP B-Location
Нарву PROPN I-NP I-Location
и CCONJ B-VP O
имеющий VERB I-VP O
общую ADJ B-NP O
протяжённость NOUN I-NP O
около ADP I-NP O
двух NUM I-NP O
километров NOUN I-NP O
, PUNCT I-NP O
был AUX B-VP O
испытан VERB I-VP O
и CCONJ I-VP O
начал VERB I-VP O
функционировать VERB I-VP O
. PUNCT I-VP O

Преступники NOUN B-NP O
пользовались VERB B-VP O
им PRON I-VP O
до ADP B-NP O
ноября NOUN I-NP O
того DET I-NP O
же PART I-NP O
года NOUN I-NP O
и CCONJ B-VP O
успели VERB I-VP O
перекачать VERB I-VP O
более ADV I-VP O
шести NUM B-NP O
тонн NOUN I-NP O
водки NOUN I-NP O
. PUNCT B-VP O

Но CCONJ B-NP O
вот PART I-NP O
с ADP I-NP O
её PRON I-NP O
реализацией NOUN I-NP O
дело NOUN I-NP O
застопорилось VERB B-VP O
, PUNCT I-VP O
по ADP I-VP O
крайней ADJ I-VP O
мере NOUN B-NP O
в ADP B-VP O
Таллине PROPN I-VP B-Location
, PUNCT I-VP O
хотя SCONJ I-VP O
в ADP I-VP O
Тарту PROPN I-VP B-Location
дело NOUN B-NP O
пошло VERB B-VP O
. PUNCT I-VP O

В ADP B-VP O
конце NOUN B-NP O
концов NOUN I-NP O
эстонская ADJ I-NP O
полиция NOUN I-NP O
наткнулась VERB B-VP O
на ADP B-NP O
грузовик NOUN I-NP O
с ADP I-NP O
водкой NOUN I-NP O
и CCONJ I-NP O
в ADP I-NP O
ходе NOUN I-NP O
разбирательств NOUN I-NP O
вышла VERB B-VP O
на ADP B-NP O
" NOUN I-NP O
водкопровод NOUN I-NP O
" PROPN B-VP O
. PUNCT I-VP O

22-летний ADJ B-NP O
житель NOUN I-NP O
Аризоны PROPN I-NP B-Location
, PUNCT I-NP O
открывший VERB B-VP O
стрельбу NOUN B-NP O
, PUNCT B-VP O
в ADP B-NP O
результате NOUN I-NP O
которой PRON I-NP O
пострадали VERB B-VP O
20 NUM B-NP O
человек NOUN I-NP O
, PUNCT B-VP O
и CCONJ I-VP O
попытавшийся VERB I-VP O
убить VERB I-VP O
члена NOUN B-NP O
Конгресса PROPN I-NP B-Org
США PROPN I-NP B-LocOrg
, PUNCT B-VP O
впервые ADV I-VP O
предстал VERB I-VP O
перед ADP B-NP O
судом NOUN I-NP O
по ADP I-NP O
обвинению NOUN I-NP O
в ADP I-NP O
совершении NOUN I-NP O
федерального ADJ I-NP O
преступления NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
понедельник NOUN I-NP O
Джаред PROPN B-VP B-Person
Лофнер PROPN I-VP I-Person
в ADP B-NP O
наручниках NOUN I-NP O
и CCONJ B-VP O
в ADP B-NP O
сопровождении NOUN I-NP O
нескольких NUM I-NP O
охранников NOUN I-NP O
доставлен VERB B-VP O
в ADP B-NP O
суд NOUN I-NP O
в ADP I-NP O
города NOUN I-NP B-Location
Феникс PROPN I-NP I-Location
. PUNCT I-NP O

Побритый ADJ B-VP O
наголо NOUN B-NP O
и CCONJ B-VP O
одетый VERB I-VP O
в ADP B-NP O
тюремную ADJ I-NP O
форму NOUN I-NP O
, PUNCT B-VP O
он PRON I-VP O
сказал VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
знает VERB I-VP O
свои DET B-NP O
права NOUN I-NP O
. PUNCT B-VP O

Лофнер NOUN B-NP B-Person
предстал VERB B-VP O
перед ADP B-NP O
судом NOUN I-NP O
через ADP I-NP O
два NUM I-NP O
дня NOUN I-NP O
после ADP I-NP O
стрельбы NOUN I-NP O
в ADP I-NP O
Тусоне PROPN I-NP B-Location
. PUNCT I-NP O

Тогда ADV B-VP O
были AUX I-VP O
убиты VERB I-VP O
шесть NUM B-NP O
человек NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
член NOUN I-NP O
Палаты PROPN B-VP B-Org
представителей NOUN B-NP O
Конгресса PROPN I-NP B-Org
США PROPN I-NP B-LocOrg
от ADP I-NP O
штата NOUN I-NP B-LocOrg
Аризона PROPN I-NP I-LocOrg
Гэбриэль PROPN B-VP B-Person
Гиффордс PROPN I-VP I-Person
получила VERB I-VP O
ранение NOUN B-NP O
и CCONJ B-VP O
в ADP I-VP O
настоящее ADJ I-VP O
время NOUN B-NP O
находится VERB B-VP O
в ADP B-NP O
критическом ADJ I-NP O
состоянии NOUN I-NP O
. PUNCT B-VP O

Были AUX B-VP O
ранены VERB I-VP O
еще ADV I-VP O
13 NUM B-ROOT O
человек NOUN B-NP O
. PUNCT B-ROOT O

В ADP B-NP O
этот DET I-NP O
же PART I-NP O
день NOUN I-NP O
президент NOUN I-NP O
США PROPN I-NP B-LocOrg
Барак PROPN I-NP B-Person
Обама PROPN I-NP I-Person
заявил VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
страна NOUN B-NP O
и CCONJ I-NP O
народ NOUN I-NP O
до ADP B-VP O
сих DET I-VP O
пор NOUN B-NP O
скорбят VERB B-VP O
и PART I-VP O
не PART I-VP O
могут VERB I-VP O
оправиться VERB I-VP O
от ADP B-NP O
шока NOUN I-NP O
, PUNCT B-VP O
вызванного VERB I-VP O
тем PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
произошло VERB I-VP O
в ADP B-NP O
субботу NOUN I-NP O
. PUNCT B-VP O

Обама PROPN B-VP B-Person
выступал VERB I-VP O
в ADP B-NP O
Белом ADJ I-NP B-Location
доме NOUN I-NP I-Location
через ADP I-NP O
несколько NUM I-NP O
часов NOUN I-NP O
после ADP B-VP O
того PRON I-VP O
, PUNCT I-VP O
как SCONJ B-NP O
по ADP I-NP O
всей DET I-NP O
стране NOUN I-NP O
прошла VERB B-VP O
минута NOUN B-NP O
молчания NOUN I-NP O
в ADP I-NP O
память NOUN I-NP O
о ADP I-NP O
жертвах NOUN I-NP O
этого DET I-NP O
преступления NOUN I-NP O
. PUNCT B-VP O

Президент NOUN B-NP O
и CCONJ I-NP O
первая ADJ I-NP O
леди NOUN I-NP O
Мишель PROPN I-NP B-Person
Обама PROPN I-NP I-Person
задержались VERB B-VP O
в ADP B-NP O
Белом ADJ I-NP B-Location
доме NOUN I-NP I-Location
, PUNCT I-NP O
а CCONJ I-NP O
персонал NOUN I-NP O
и CCONJ B-VP O
посетители NOUN B-NP O
собрались VERB B-VP O
на ADP B-NP O
ступенях NOUN I-NP O
Капитолия PROPN B-VP B-Location
. PUNCT I-VP O

Нью-йоркская ADJ B-NP B-Org
фондовая ADJ I-NP O
биржа NOUN I-NP B-Org
и CCONJ I-NP O
государственные ADJ I-NP O
учреждения NOUN I-NP O
также ADV B-VP O
почтили VERB I-VP O
память NOUN B-NP O
погибших VERB B-VP O
. PUNCT I-VP O

Врачи NOUN B-NP O
, PUNCT I-NP O
прооперировавшие VERB B-VP O
и CCONJ I-VP O
лечащие VERB I-VP O
40-летнюю ADJ I-VP O
Гиффордс PROPN I-VP B-Person
, PUNCT I-VP O
говорят VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
они PRON I-VP O
настроены VERB I-VP O
немного ADV I-VP O
более ADV I-VP O
оптимистично ADJ I-VP O
. PUNCT I-VP O

По ADP B-NP O
сообщениям NOUN I-NP O
докторов NOUN I-NP O
, PUNCT I-NP O
она PRON B-VP O
реагирует VERB I-VP O
на ADP B-NP O
простые ADJ I-NP O
команды NOUN I-NP O
. PUNCT B-VP O

Вместе ADV B-VP O
с ADP I-VP O
тем PRON I-VP O
, PUNCT I-VP O
они PRON I-VP O
предупреждают VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
опасность NOUN B-NP O
еще ADV B-VP O
не PART I-VP O
миновала VERB I-VP O
, PUNCT I-VP O
хотя SCONJ I-VP O
состояние NOUN B-NP O
их PRON I-NP O
пациентки NOUN I-NP O
стабилизировалось VERB B-VP O
. PUNCT I-VP O

В ADP B-NP O
субботу NOUN I-NP O
во ADP I-NP O
время NOUN I-NP O
встречи NOUN I-NP O
с ADP I-NP O
избирателями NOUN I-NP O
возле ADP I-NP O
одного NUM I-NP O
из ADP I-NP O
супермаркетов NOUN I-NP O
Гиффордс PROPN B-VP B-Person
получила VERB I-VP O
пулевое ADJ B-NP O
ранение NOUN I-NP O
в ADP I-NP O
голову NOUN I-NP O
. PUNCT B-VP O

Лофнеру NOUN B-NP B-Person
предъявлено VERB B-VP O
обвинение NOUN B-NP O
, PUNCT I-NP O
состоящее VERB B-VP O
из ADP B-NP O
нескольких NUM I-NP O
пунктов NOUN I-NP O
. PUNCT B-VP O

Один NUM B-NP O
из ADP I-NP O
них PRON I-NP O
– NUM I-NP O
покушение NOUN I-NP O
на ADP I-NP O
политическое ADJ I-NP O
убийство NOUN I-NP O
члена NOUN I-NP O
Конгресса PROPN I-NP B-Org
, PUNCT I-NP O
два NUM I-NP O
пункта NOUN I-NP O
– PROPN I-NP O
покушение NOUN I-NP O
на ADP I-NP O
убийство NOUN I-NP O
сотрудника NOUN I-NP O
федерального ADJ I-NP O
правительства NOUN I-NP O
и CCONJ I-NP O
еще ADV I-NP O
два NUM I-NP O
пункта NOUN I-NP O
– PROPN I-NP O
покушение NOUN I-NP O
на ADP I-NP O
убийство NOUN I-NP O
сотрудника NOUN I-NP O
федерального ADJ I-NP O
учреждения NOUN I-NP O
. PUNCT I-NP O

Полузащитник NOUN B-NP O
футбольного ADJ I-NP B-Org
клуба NOUN I-NP I-Org
Челси PROPN I-NP I-Org
Фрэнк PROPN I-NP B-Person
Лэмпард PROPN I-NP I-Person
, PUNCT I-NP O
капитан NOUN I-NP O
клуба NOUN I-NP B-Org
Тоттенхэм PROPN B-ROOT I-Org
Хотспур PROPN I-ROOT O
Ледли PROPN I-ROOT B-Person
Кинг PROPN I-ROOT I-Person
и CCONJ B-NP O
защитник NOUN I-NP O
Арсенала PROPN B-ROOT B-Org
Киран PROPN I-ROOT B-Person
Гиббс PROPN I-ROOT I-Person
снялись VERB B-VP O
в ADP B-NP O
фильме NOUN I-NP O
, PUNCT B-VP O
выступающим VERB I-VP O
против ADP B-NP O
антисемитизма NOUN I-NP O
. PUNCT B-ROOT O

Эта DET B-NP O
акция NOUN I-NP O
была AUX I-NP O
организованна ADJ I-NP O
фанатами NOUN I-NP O
« PROPN I-NP O
шпор NOUN I-NP O
» PROPN I-NP O
, PUNCT B-VP O
большая ADJ B-NP O
часть NOUN I-NP O
которые PRON I-NP O
сами ADJ B-VP O
являются VERB I-VP O
евреями NOUN B-NP O
. PUNCT I-NP O

Футбольная ADJ B-NP B-Org
ассоциация NOUN I-NP I-Org
и CCONJ I-NP O
профсоюз NOUN I-NP B-Org
игроков NOUN I-NP O
уже ADV B-VP O
поддержали VERB I-VP O
эту DET B-NP O
инициативу NOUN I-NP O
. PUNCT B-VP O

Главным ADJ B-NP O
образом NOUN I-NP O
, PUNCT I-NP O
это PRON B-VP O
связано VERB I-VP O
с ADP I-VP O
тем PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
за ADP I-VP O
частую ADJ I-VP O
на ADP B-NP O
трибунах NOUN I-NP O
английских ADJ I-NP O
стадионов NOUN I-NP O
можно ADV B-VP O
услышать VERB I-VP O
расистские ADJ I-VP O
ругательства NOUN B-NP O
в ADP I-NP O
адрес NOUN I-NP O
еврейского ADJ I-NP O
народа NOUN I-NP O
. PUNCT B-VP O

Попытка NOUN B-NP O
покушения NOUN I-NP O
совершена VERB B-VP O
вчера ADV B-ROOT O
вечером NOUN B-NP O
на ADP I-NP O
квартире NOUN I-NP O
Исы PROPN B-ROOT B-Person
Ямадаева PROPN I-ROOT I-Person
. PUNCT I-ROOT O

Как SCONJ B-VP O
рассказывает VERB I-VP O
сам ADJ I-VP O
Ямадаев PROPN I-VP B-Person
, PUNCT I-VP O
он PRON I-VP O
знал VERB I-VP O
о ADP B-NP O
готовящемся VERB B-VP O
преступлении NOUN B-NP O
и CCONJ B-VP O
попросил VERB I-VP O
защиты NOUN B-NP O
у ADP I-NP O
сотрудников NOUN I-NP O
уголовного ADJ I-NP O
розыска NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
присутствовали VERB I-VP O
в ADP B-NP O
квартире NOUN I-NP O
на ADP I-NP O
момент NOUN I-NP O
попытки NOUN I-NP O
покушения NOUN I-NP O
. PUNCT B-VP O

Неизвестный ADJ B-NP O
мужчина NOUN I-NP O
пытался VERB B-VP O
выстрелить VERB I-VP O
в ADP B-NP O
спину NOUN I-NP O
Исе PROPN B-VP B-Person
Ямадаеву PROPN I-VP I-Person
, PUNCT I-VP O
но CCONJ I-VP O
был AUX I-VP O
обезоружен VERB I-VP O
и CCONJ B-NP O
в ADP I-NP O
настоящее ADJ I-NP O
время NOUN I-NP O
ведётся VERB B-VP O
следствие NOUN B-NP O
. PUNCT B-VP O

Как SCONJ B-VP O
передала VERB I-VP O
радиостанция NOUN B-NP B-Org
« PROPN B-VP O
Маяк PROPN I-VP B-Org
» PROPN I-VP O
, PUNCT I-VP O
по ADP B-NP O
факту NOUN I-NP O
покушения NOUN I-NP O
на ADP I-NP O
Ису PROPN I-NP B-Person
Ямадаева PROPN I-NP I-Person
возбуждено VERB B-VP O
уголовное ADJ B-NP O
дело NOUN I-NP O
